current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
wipro,hcl,8.2,3072051,3954937,Male,Kolkata,Business Analyst,IT,Bachelor,Red Hat Certified Engineer (RHCE),Power BI,3,3
apple,valuelabs,14.1,1399394,2004515,Male,Chennai,System Administrator,IT,Bachelor,Professional Scrum Master (PSM),Computer Vision,1,5
uber,hcl,8.9,3362050,4570876,Female,Bangalore,Project Manager,IT,Master,Certified Cloud Security Professional (CCSP),Network Security,1,3
adobe,hexaware,2.6,710617,1069883,Male,Kolkata,Tech Lead,IT,PhD,Microsoft Certified: Azure Fundamentals,Microsoft Azure,1,4
happiest-minds,accenture,11.0,2109340,3028558,Male,Bangalore,Mobile App Developer,IT,PhD,CompTIA Network+,Information Security,5,2
ibm,microsoft,8.7,2888403,3515015,Male,Hyderabad,Cloud Engineer,IT,Bachelor,Certified Information Security Manager (CISM),Vulnerability Assessment,2,1
coforge,google,8.0,1746629,2159297,Male,Delhi,Platform Engineer,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,Cybersecurity,5,1
netflix,cts,3.7,1238778,1841936,Female,Pune,Infrastructure Engineer,IT,Master,Microsoft Certified: Azure AI Engineer Associate,SAML,1,3
uber,meta,13.9,2295158,3154830,Female,Bangalore,QA Engineer,IT,Bachelor,Project Management Professional (PMP),GitHub Actions,1,1
valuelabs,ibm,4.5,2589859,3844727,Male,Bangalore,Site Reliability Engineer,IT,Bachelor,Project Management Professional (PMP),AWS,5,2
deloitte,netflix,9.4,2227088,2792275,Male,Gurgaon,Security Engineer,IT,Bachelor,Salesforce Certified Administrator,Message Queues,2,1
deloitte,salesforce,9.7,3116717,4451835,Male,Chennai,Data Analyst,IT,Master,Certified Kubernetes Application Developer (CKAD),Code Review,2,1
zensar,accenture,5.3,2456329,3889865,Male,Hyderabad,Tech Lead,IT,PhD,Cisco Certified Network Professional (CCNP),Message Queues,4,2
amazon,meta,10.3,1517840,1846929,Male,Hyderabad,Software Architect,IT,PhD,Microsoft Certified: Azure DevOps Engineer Expert,Big Data,1,1
virtusa,happiest-minds,14.1,2180200,3346168,Male,Mumbai,Platform Engineer,IT,PhD,CompTIA Security+,Natural Language Processing,4,5
meta,accenture,5.0,1205549,1928241,Male,Chennai,AI Researcher,IT,PhD,AWS Certified Machine Learning - Specialty,Scrum,1,2
zensar,meta,1.5,842342,1273400,Male,Hyderabad,Technical Lead,IT,Master,Cisco Certified Network Professional (CCNP),Vulnerability Assessment,4,1
coforge,zensar,9.7,2977401,4672981,Female,Kolkata,DevOps Engineer,IT,Bachelor,Microsoft Certified: Azure Fundamentals,Spring Boot,5,4
salesforce,netflix,1.5,1659182,2112657,Female,Pune,Business Intelligence Analyst,IT,Bachelor,SAFe Agilist Certification,Load Testing,1,1
adobe,hcl,10.1,1249396,1521593,Female,Kolkata,Machine Learning Engineer,IT,Bachelor,Salesforce Certified Administrator,Redis,1,3
coforge,accenture,11.9,3436723,5309583,Male,Delhi,DevOps Engineer,IT,Master,Certificate of Cloud Security Knowledge (CCSK),Security Testing,5,2
adobe,virtusa,10.5,1498356,1805567,Male,Bangalore,Scrum Master,IT,PhD,Certified Information Systems Auditor (CISA),Vulnerability Assessment,1,4
linkedin,deloitte,2.3,1026992,1340559,Male,Gurgaon,Project Manager,IT,Master,Professional Scrum Master (PSM),Database Management,1,2
valuelabs,netflix,14.2,3273948,4366822,Male,Delhi,Software Architect,IT,Master,Oracle Database Administrator Certified Professional,Google Cloud Platform,5,1
tcs,hexaware,13.7,3253131,4386523,Male,Kolkata,AI Researcher,IT,Master,AWS Certified DevOps Engineer - Professional,MLOps,3,4
valuelabs,infosys,13.2,2218112,2930152,Other,Chennai,Software Architect,IT,Bachelor,Certified Kubernetes Application Developer (CKAD),CI/CD,5,3
accenture,virtusa,8.9,1742001,2459082,Male,Bangalore,Data Engineer,IT,Bachelor,Certified Ethical Hacker (CEH),Kanban,2,4
netflix,happiest-minds,9.1,2708272,4241207,Female,Bangalore,Data Analyst,IT,Master,AWS Certified Developer - Associate,Cloud Computing,1,5
uber,oracle,11.0,2289416,3309199,Male,Gurgaon,Mobile App Developer,IT,PhD,Certified Cloud Security Professional (CCSP),Microsoft Azure,1,2
sap,valuelabs,5.5,1464758,2089264,Male,Pune,Software Developer,IT,Master,Microsoft Certified: Azure Fundamentals,Redis,2,5
deloitte,uber,11.9,2482388,3089754,Male,Bangalore,Full Stack Developer,IT,Master,AWS Certified Solutions Architect - Associate,Single Sign-On,2,1
oracle,cts,12.4,962086,1283837,Male,Hyderabad,AI Researcher,IT,PhD,SAFe Agilist Certification,PostgreSQL,2,3
coforge,infosys,9.4,1758437,2753640,Male,Pune,Project Manager,IT,PhD,Google Cloud Professional Machine Learning Engineer,TypeScript,5,3
accenture,coforge,13.1,1675186,2662376,Female,Noida,Scrum Master,IT,Master,None,Cloud Computing,2,5
ibm,apple,9.1,3236077,4678951,Male,Kolkata,Mobile App Developer,IT,Master,AWS Certified Data Analytics - Specialty,Apache Spark,2,1
infosys,deloitte,4.2,2996744,4295853,Male,Bangalore,Project Manager,IT,Master,None,Scrum,3,2
adobe,virtusa,10.2,1390392,2020282,Female,Bangalore,QA Engineer,IT,Bachelor,Red Hat Certified Engineer (RHCE),MongoDB,1,4
coforge,meta,1.3,1217119,1820069,Male,Noida,Data Analyst,IT,PhD,Docker Certified Associate (DCA),Django,5,1
salesforce,deloitte,2.0,1302107,1802384,Male,Mumbai,Blockchain Developer,IT,Master,AWS Certified Solutions Architect - Associate,PostgreSQL,1,2
happiest-minds,accenture,13.6,2226912,2914828,Female,Delhi,System Administrator,IT,Bachelor,Certified Information Systems Auditor (CISA),Performance Testing,5,2
tcs,netflix,6.7,2862154,4393640,Female,Kolkata,Senior Developer,IT,Bachelor,Microsoft Certified: Azure DevOps Engineer Expert,Tableau,3,1
ibm,hcl,1.1,1909879,2961952,Male,Kolkata,UX/UI Designer,IT,PhD,Cisco Certified Internetwork Expert (CCIE),Apache Kafka,2,3
infosys,deloitte,7.2,2329174,3633249,Male,Hyderabad,UX/UI Designer,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,CI/CD,3,2
tcs,infosys,8.0,1933013,2786181,Female,Hyderabad,Software Architect,IT,Master,Google Cloud Professional Cloud Architect,GraphQL,3,3
tcs,deloitte,1.9,2919153,3641514,Male,Gurgaon,System Administrator,IT,Master,AWS Certified Machine Learning - Specialty,Edge Computing,3,2
wipro,hexaware,4.3,1798356,2729857,Female,Mumbai,Quality Assurance Lead,IT,PhD,Certified Kubernetes Security Specialist (CKS),Deep Learning,3,4
sap,accenture,9.3,1748905,2296641,Female,Chennai,Business Analyst,IT,Master,Certified Kubernetes Application Developer (CKAD),Kanban,2,2
infosys,google,12.0,1564475,2115274,Male,Delhi,Database Administrator,IT,PhD,AWS Certified Solutions Architect - Associate,Apache Spark,3,1
ibm,deloitte,10.2,1273940,1560833,Male,Delhi,Solution Architect,IT,PhD,Google Cloud Professional DevOps Engineer,Microservices,2,2
google,deloitte,13.6,2583462,3491150,Female,Chennai,Machine Learning Engineer,IT,Master,VMware Certified Professional (VCP),MLOps,1,2
sap,uber,12.3,1326094,1977838,Female,Chennai,Full Stack Developer,IT,Bachelor,Google Cloud Professional DevOps Engineer,JavaScript,2,1
wipro,valuelabs,2.2,2533872,3339715,Female,Pune,Business Intelligence Analyst,IT,Master,Google Cloud Professional Cloud Architect,Event-Driven Architecture,3,5
microsoft,oracle,3.1,731248,1093109,Female,Noida,Project Manager,IT,Bachelor,AWS Certified Solutions Architect - Professional,NoSQL,1,2
apple,valuelabs,9.1,1214870,1465390,Male,Pune,System Administrator,IT,Master,Certified Kubernetes Administrator (CKA),Full Stack Development,1,5
valuelabs,zensar,10.4,1299663,1777374,Female,Pune,Mobile App Developer,IT,Master,Cisco Certified Network Associate (CCNA),Java,5,4
hcl,netflix,9.3,782037,1249608,Female,Hyderabad,Network Engineer,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Cybersecurity,3,1
meta,microsoft,6.1,2383158,3222797,Female,Mumbai,Security Engineer,IT,PhD,Project Management Professional (PMP),GitLab CI,1,1
sap,tcs,7.7,1222612,1917126,Female,Gurgaon,Cloud Engineer,IT,Master,Microsoft Certified: Azure Data Scientist Associate,Penetration Testing,2,3
virtusa,amazon,3.4,2897228,3920042,Female,Hyderabad,Project Manager,IT,Master,Microsoft Certified: Azure Administrator Associate,Redis,4,1
tcs,microsoft,14.3,1725953,2104366,Female,Chennai,AI Researcher,IT,PhD,Certified Information Systems Security Professional (CISSP),Docker,3,1
salesforce,oracle,9.1,3068041,4046933,Female,Noida,System Administrator,IT,Master,AWS Certified Solutions Architect - Professional,Blockchain,1,2
uber,valuelabs,11.0,1750943,2461405,Male,Delhi,Mobile App Developer,IT,Master,AWS Certified Solutions Architect - Professional,Machine Learning,1,5
salesforce,linkedin,5.3,828440,1318920,Male,Bangalore,Network Engineer,IT,Master,Salesforce Certified Administrator,Data Science,1,1
google,zensar,6.5,1070185,1671902,Male,Gurgaon,Database Administrator,IT,Master,AWS Certified Developer - Associate,Redis,1,4
valuelabs,adobe,13.9,2158747,2895021,Female,Delhi,Cloud Architect,IT,Bachelor,Oracle Database Administrator Certified Professional,Data Science,5,1
netflix,wipro,10.2,2929601,3937628,Male,Hyderabad,Scrum Master,IT,PhD,Microsoft Certified: Azure Administrator Associate,GitLab CI,1,3
adobe,oracle,1.5,2159120,2707156,Male,Chennai,QA Engineer,IT,PhD,SAFe Agilist Certification,GraphQL,1,2
netflix,hexaware,14.4,2795943,4323485,Male,Kolkata,Full Stack Developer,IT,Master,Docker Certified Associate (DCA),Jenkins,1,4
accenture,valuelabs,6.8,1943827,3010418,Female,Hyderabad,Mobile App Developer,IT,PhD,Certified Cloud Security Professional (CCSP),Penetration Testing,2,5
valuelabs,linkedin,11.6,2806134,4118979,Female,Noida,Business Analyst,IT,Bachelor,Certificate of Cloud Security Knowledge (CCSK),Vulnerability Assessment,5,1
linkedin,happiest-minds,11.3,2958550,4544501,Female,Hyderabad,Tech Lead,IT,Master,Google Cloud Professional Machine Learning Engineer,PostgreSQL,1,5
linkedin,netflix,12.6,2792890,4107992,Female,Delhi,Solution Architect,IT,Bachelor,AWS Certified Machine Learning - Specialty,Redis,1,1
adobe,hcl,6.0,848517,1297224,Male,Bangalore,Software Architect,IT,Bachelor,Oracle Database Administrator Certified Professional,Message Queues,1,3
netflix,ibm,8.9,1529392,2087833,Male,Mumbai,AI Researcher,IT,PhD,Cisco Certified Internetwork Expert (CCIE),Serverless Architecture,1,2
google,microsoft,2.2,2602312,3576122,Other,Delhi,AI Researcher,IT,Master,ITIL Expert,Lambda Functions,1,1
oracle,cts,8.0,1977745,2720889,Male,Hyderabad,Data Analyst,IT,Master,Oracle Database Administrator Certified Professional,GitLab CI,2,3
amazon,linkedin,6.3,2675121,3468796,Female,Gurgaon,Cybersecurity Specialist,IT,Master,Cisco Certified Network Associate (CCNA),PostgreSQL,1,1
cts,zensar,1.0,2469316,3782118,Male,Chennai,Cloud Engineer,IT,Bachelor,Microsoft Certified: Azure Data Engineer Associate,Cloud Computing,3,4
deloitte,tcs,7.3,2962388,4231907,Male,Bangalore,UX/UI Designer,IT,PhD,CompTIA Security+,Big Data,2,3
meta,virtusa,13.6,2975213,4694679,Female,Kolkata,Product Manager,IT,Master,AWS Certified Data Analytics - Specialty,Database Management,1,4
valuelabs,sap,14.9,1041884,1487270,Male,Hyderabad,Performance Engineer,IT,Master,AWS Certified Machine Learning - Specialty,Apache Spark,5,2
tcs,ibm,9.3,3345541,4098801,Male,Mumbai,Data Analyst,IT,PhD,Google Cloud Professional Machine Learning Engineer,GitLab CI,3,2
sap,wipro,3.1,1735001,2702397,Male,Mumbai,Technical Lead,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Terraform,2,3
google,linkedin,2.6,2228341,2745393,Other,Chennai,Product Manager,IT,Bachelor,CompTIA Security+,SAML,1,1
apple,ibm,10.1,1238275,1840881,Male,Kolkata,Software Architect,IT,Master,Microsoft Certified: Azure Fundamentals,MongoDB,1,2
deloitte,virtusa,8.5,3258786,5104754,Male,Chennai,Project Manager,IT,Master,CompTIA Network+,Smart Contracts,2,4
google,infosys,6.5,2987566,4037507,Male,Hyderabad,Business Analyst,IT,Master,Certified Kubernetes Administrator (CKA),Kubernetes,1,3
adobe,wipro,6.9,1772161,2166281,Female,Gurgaon,Performance Engineer,IT,PhD,Certified Kubernetes Security Specialist (CKS),Angular,1,3
infosys,netflix,7.1,3236626,4022409,Female,Mumbai,Site Reliability Engineer,IT,Master,CompTIA A+,Power BI,3,1
amazon,linkedin,3.0,1517349,2285450,Female,Delhi,Infrastructure Engineer,IT,Bachelor,CompTIA Cloud+,Load Testing,1,1
valuelabs,tcs,10.8,1662400,2401999,Male,Mumbai,Infrastructure Engineer,IT,Bachelor,AWS Certified Developer - Associate,Network Security,5,3
coforge,adobe,15.0,3480982,4564673,Male,Noida,Performance Engineer,IT,Bachelor,Certificate of Cloud Security Knowledge (CCSK),Git,5,1
oracle,uber,13.0,1473306,2084245,Female,Mumbai,Platform Engineer,IT,PhD,Certified Data Professional (CDP),Hadoop,2,1
google,linkedin,13.1,2955864,4654765,Female,Delhi,Platform Engineer,IT,Bachelor,Google Cloud Professional Cloud Architect,Integration Testing,1,1
meta,virtusa,12.3,3523520,4769280,Other,Delhi,Cloud Architect,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,Hadoop,1,4
linkedin,oracle,13.2,2688039,4040621,Male,Bangalore,Business Intelligence Analyst,IT,PhD,Cisco Certified Internetwork Expert (CCIE),OAuth,1,2
virtusa,zensar,8.1,2989953,3911992,Male,Mumbai,Database Administrator,IT,PhD,CompTIA A+,Penetration Testing,4,4
hexaware,accenture,7.2,2216244,3417352,Male,Hyderabad,QA Engineer,IT,Master,AWS Certified Solutions Architect - Professional,MLOps,4,2
ibm,netflix,11.8,2145146,3183084,Male,Chennai,Cloud Engineer,IT,Bachelor,SAFe Agilist Certification,Full Stack Development,2,1
apple,wipro,10.4,2847066,4126689,Male,Pune,Solution Architect,IT,PhD,Oracle MySQL Database Administration,Technical Writing,1,3
happiest-minds,tcs,4.8,2949856,3666669,Male,Mumbai,AI Researcher,IT,Bachelor,CompTIA Security+,Vue.js,5,3
oracle,google,8.1,1969791,2987143,Other,Gurgaon,Senior Developer,IT,PhD,Google Cloud Professional Security Engineer,GitHub Actions,2,1
zensar,oracle,1.5,1040015,1432824,Male,Mumbai,Database Administrator,IT,PhD,AWS Certified Solutions Architect - Professional,Cryptocurrency,4,2
accenture,meta,6.7,1692729,2451877,Male,Delhi,Cloud Engineer,IT,Master,VMware Certified Professional (VCP),Event-Driven Architecture,2,1
salesforce,oracle,4.9,2621861,4095000,Male,Kolkata,Platform Engineer,IT,Bachelor,Salesforce Certified Platform Developer,Deep Learning,1,2
accenture,salesforce,11.1,2064942,2548267,Male,Gurgaon,Data Analyst,IT,Bachelor,Cisco Certified Internetwork Expert (CCIE),Edge Computing,2,1
linkedin,salesforce,11.4,1675486,2364507,Male,Gurgaon,Platform Engineer,IT,PhD,Google Cloud Professional Cloud Architect,Test Automation,1,1
valuelabs,uber,9.6,2648912,3815207,Male,Chennai,Release Manager,IT,PhD,Google Cloud Professional Machine Learning Engineer,REST APIs,5,1
oracle,valuelabs,1.3,2208148,2787748,Female,Bangalore,Cloud Engineer,IT,PhD,Cisco Certified Network Associate (CCNA),MLOps,2,5
hexaware,valuelabs,10.5,3055514,4425813,Male,Mumbai,Software Architect,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,REST APIs,4,5
amazon,tcs,11.1,2714450,3560729,Male,Noida,Data Analyst,IT,PhD,Oracle Database Administrator Certified Professional,Google Cloud Platform,1,3
netflix,hexaware,6.0,2372825,3334621,Female,Bangalore,Cloud Architect,IT,Master,Certified Information Systems Security Professional (CISSP),Kanban,1,4
valuelabs,accenture,13.8,2037749,2635051,Male,Kolkata,Solution Architect,IT,Master,Certified Information Systems Security Professional (CISSP),Data Visualization,5,2
infosys,meta,3.3,1827113,2547625,Female,Bangalore,UX/UI Designer,IT,PhD,Professional Scrum Master (PSM),Hadoop,3,1
ibm,adobe,3.9,2886504,3842755,Female,Pune,Product Manager,IT,Master,Oracle Database Administrator Certified Professional,OAuth,2,1
hcl,hexaware,10.3,3382460,5090871,Male,Hyderabad,Cloud Engineer,IT,Master,Project Management Professional (PMP),Penetration Testing,3,4
adobe,valuelabs,11.9,2722665,4259651,Male,Pune,Cloud Architect,IT,PhD,AWS Certified Machine Learning - Specialty,Java,1,5
infosys,netflix,2.4,2565735,4070446,Male,Chennai,Quality Assurance Lead,IT,PhD,ITIL Expert,Load Testing,3,1
meta,zensar,8.4,3141054,4376397,Male,Mumbai,Solution Architect,IT,Master,Red Hat Certified Engineer (RHCE),PostgreSQL,1,4
meta,hcl,1.8,2279488,3464986,Female,Hyderabad,Scrum Master,IT,PhD,Certified Information Security Manager (CISM),Code Review,1,3
tcs,zensar,2.9,1075709,1510050,Male,Bangalore,Business Analyst,IT,PhD,Certified Kubernetes Administrator (CKA),NoSQL,3,4
infosys,microsoft,14.9,1125756,1455847,Male,Gurgaon,QA Engineer,IT,Bachelor,Google Cloud Associate Cloud Engineer,Spring Boot,3,1
amazon,zensar,7.9,1128134,1428034,Male,Noida,Security Engineer,IT,Bachelor,Microsoft Certified: Azure DevOps Engineer Expert,Docker,1,4
google,happiest-minds,4.9,2212957,2695542,Female,Noida,Software Architect,IT,Master,Certified Information Security Manager (CISM),Angular,1,5
sap,apple,4.1,542739,808688,Male,Pune,Blockchain Developer,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,Load Testing,2,1
uber,zensar,8.5,2383473,3288894,Female,Mumbai,Platform Engineer,IT,Bachelor,Professional Scrum Master (PSM),Penetration Testing,1,4
cts,happiest-minds,6.2,856800,1029557,Male,Pune,Senior Developer,IT,Master,CompTIA Security+,Computer Vision,3,5
amazon,cts,2.1,737573,910733,Male,Kolkata,Performance Engineer,IT,Bachelor,Docker Certified Associate (DCA),Computer Vision,1,3
hexaware,zensar,5.7,871893,1158598,Male,Mumbai,Cloud Architect,IT,Bachelor,Salesforce Certified Platform Developer,Unit Testing,4,4
microsoft,hexaware,8.0,3219440,4512159,Male,Delhi,AI Researcher,IT,Bachelor,Microsoft Certified: Azure AI Engineer Associate,Apache Kafka,1,4
infosys,hcl,9.8,1898548,2625339,Female,Gurgaon,Database Administrator,IT,Master,Microsoft Certified: Azure Administrator Associate,SAML,3,3
adobe,coforge,7.5,1854883,2252191,Male,Noida,Project Manager,IT,Master,None,Microservices,1,5
uber,infosys,6.3,1748547,2780254,Female,Pune,Data Scientist,IT,Master,CompTIA Cloud+,Python,1,3
oracle,happiest-minds,10.2,2272878,3353694,Male,Kolkata,Business Intelligence Analyst,IT,Master,Salesforce Certified Platform Developer,Kanban,2,5
hexaware,netflix,1.9,1282881,1573768,Female,Bangalore,Business Intelligence Analyst,IT,Bachelor,Google Cloud Professional DevOps Engineer,Vulnerability Assessment,4,1
sap,hexaware,12.1,2479617,3551283,Male,Noida,Database Administrator,IT,Master,Google Cloud Professional Data Engineer,Kubernetes,2,4
ibm,netflix,2.8,1083167,1569202,Female,Mumbai,DevOps Engineer,IT,Master,ITIL Expert,Information Security,2,1
meta,oracle,11.0,1085169,1479344,Male,Delhi,Data Scientist,IT,PhD,Google Cloud Professional Data Engineer,Jenkins,1,2
uber,deloitte,10.0,1945354,2518701,Male,Mumbai,Full Stack Developer,IT,Master,Project Management Professional (PMP),Network Security,1,2
tcs,virtusa,4.0,979375,1470577,Male,Delhi,Security Engineer,IT,Bachelor,SAFe Agilist Certification,Database Management,3,4
uber,microsoft,14.9,1492775,2113124,Male,Gurgaon,AI Researcher,IT,Master,AWS Certified DevOps Engineer - Professional,ElasticSearch,1,1
salesforce,netflix,4.3,2581967,3316748,Male,Mumbai,Blockchain Developer,IT,Bachelor,CompTIA Security+,Flask,1,1
zensar,coforge,1.9,1689539,2234720,Male,Mumbai,Security Engineer,IT,Master,ITIL Foundation,AWS,4,5
apple,netflix,2.1,769460,995159,Male,Noida,Database Administrator,IT,PhD,Certified Cloud Security Professional (CCSP),Big Data,1,1
cts,hexaware,6.1,1786436,2732011,Female,Chennai,System Administrator,IT,Bachelor,Certified Kubernetes Application Developer (CKAD),DevOps,3,4
